/home/sergey/Programs/projects/object_detect/object_detect/results/00.jpg 1 0 0 206 145
/home/sergey/Programs/projects/object_detect/object_detect/results/01.jpg 1 0 0 206 145
/home/sergey/Programs/projects/object_detect/object_detect/results/10.jpg 1 0 0 233 198
/home/sergey/Programs/projects/object_detect/object_detect/results/11.jpg 1 0 0 233 198
/home/sergey/Programs/projects/object_detect/object_detect/results/20.jpg 1 0 0 216 230
/home/sergey/Programs/projects/object_detect/object_detect/results/21.jpg 1 0 0 216 230
/home/sergey/Programs/projects/object_detect/object_detect/results/30.jpg 1 0 0 167 228
/home/sergey/Programs/projects/object_detect/object_detect/results/31.jpg 1 0 0 167 228
/home/sergey/Programs/projects/object_detect/object_detect/results/40.jpg 1 0 0 220 243
/home/sergey/Programs/projects/object_detect/object_detect/results/41.jpg 1 0 0 220 243
/home/sergey/Programs/projects/object_detect/object_detect/results/5140.jpg 1 0 0 237 214
/home/sergey/Programs/projects/object_detect/object_detect/results/5141.jpg 1 0 0 237 214
/home/sergey/Programs/projects/object_detect/object_detect/results/5153.jpg 1 0 0 155 102
/home/sergey/Programs/projects/object_detect/object_detect/results/620.jpg 1 0 0 73 55
/home/sergey/Programs/projects/object_detect/object_detect/results/621.jpg 1 0 0 214 159
/home/sergey/Programs/projects/object_detect/object_detect/results/71.jpg 1 0 0 230 207
/home/sergey/Programs/projects/object_detect/object_detect/results/72.jpg 1 0 0 230 207
/home/sergey/Programs/projects/object_detect/object_detect/results/80.jpg 1 0 0 182 225
/home/sergey/Programs/projects/object_detect/object_detect/results/81.jpg 1 0 0 182 225
